,State_Name,District_Name,Labour_hours,Crop_Year,Season,Crop,Area,Production,yield
4744,Andhra Pradesh,KURNOOL,824.4,1998,Rabi       ,Rice,20900.0,44500.0,2129.186602870813
4761,Andhra Pradesh,KURNOOL,824.4,1999,Kharif     ,Rice,81640.0,225431.0,2761.281234688878
4774,Andhra Pradesh,KURNOOL,824.4,1999,Rabi       ,Rice,12430.0,35695.0,2871.6814159292035
4799,Andhra Pradesh,KURNOOL,824.4,2000,Kharif     ,Rice,93188.0,307427.0,3298.9977250289735
4820,Andhra Pradesh,KURNOOL,824.4,2000,Rabi       ,Rice,13909.0,38083.0,2738.0113595513694
4849,Andhra Pradesh,KURNOOL,824.4,2001,Kharif     ,Rice,43617.0,121779.0,2792.007703418392
4868,Andhra Pradesh,KURNOOL,824.4,2001,Rabi       ,Rice,38162.0,98534.0,2581.9925580420313
4895,Andhra Pradesh,KURNOOL,824.4,2002,Kharif     ,Rice,47948.0,100499.0,2095.999833152582
4912,Andhra Pradesh,KURNOOL,824.4,2002,Rabi       ,Rice,10974.0,24856.0,2264.9899763076364
4954,Andhra Pradesh,KURNOOL,824.4,2003,Kharif     ,Rice,34618.0,100635.0,2907.013692298804
4973,Andhra Pradesh,KURNOOL,824.4,2003,Rabi       ,Rice,4966.0,11377.0,2290.9786548530005
5013,Andhra Pradesh,KURNOOL,824.4,2004,Kharif     ,Rice,61465.0,210702.0,3427.9996746115676
5031,Andhra Pradesh,KURNOOL,824.4,2004,Rabi       ,Rice,12058.0,37549.0,3114.032177807265
5059,Andhra Pradesh,KURNOOL,824.4,2005,Kharif     ,Rice,88555.0,292586.0,3304.0031618768
5077,Andhra Pradesh,KURNOOL,824.4,2005,Rabi       ,Rice,20079.0,65980.0,3286.0202201304846
5104,Andhra Pradesh,KURNOOL,824.4,2006,Kharif     ,Rice,80692.0,270238.0,3349.006097258712
5121,Andhra Pradesh,KURNOOL,824.4,2006,Rabi       ,Rice,12475.0,36764.0,2947.0140280561122
5146,Andhra Pradesh,KURNOOL,824.4,2007,Kharif     ,Rice,90000.0,332000.0,3688.8888888888887
5157,Andhra Pradesh,KURNOOL,824.4,2007,Rabi       ,Rice,19000.0,51000.0,2684.2105263157896
5173,Andhra Pradesh,KURNOOL,824.4,2008,Kharif     ,Rice,84066.0,279856.0,3329.003402088835
5189,Andhra Pradesh,KURNOOL,824.4,2008,Rabi       ,Rice,27383.0,97073.0,3545.009677537158
5214,Andhra Pradesh,KURNOOL,824.4,2009,Kharif     ,Rice,81908.0,256454.0,3131.0006348586217
5230,Andhra Pradesh,KURNOOL,824.4,2009,Rabi       ,Rice,44772.0,157911.0,3527.0034843205576
5256,Andhra Pradesh,KURNOOL,824.4,2010,Kharif     ,Rice,104110.0,291475.0,2799.6830275669963
5273,Andhra Pradesh,KURNOOL,824.4,2010,Rabi       ,Rice,32967.0,105626.0,3203.991870658537
5300,Andhra Pradesh,KURNOOL,824.4,2011,Kharif     ,Rice,91984.0,333882.0,3629.783440598365
5317,Andhra Pradesh,KURNOOL,824.4,2011,Rabi       ,Rice,14738.0,46042.0,3124.033111684082
5352,Andhra Pradesh,KURNOOL,824.4,2012,Kharif     ,Rice,72625.0,276774.0,3811.0017211703957
5381,Andhra Pradesh,KURNOOL,824.4,2012,Rabi       ,Rice,16840.0,60102.0,3569.0023752969123
5412,Andhra Pradesh,KURNOOL,824.4,2013,Kharif     ,Rice,92596.0,340383.0,3676.0011231586677
5440,Andhra Pradesh,KURNOOL,824.4,2013,Rabi       ,Rice,32298.0,118017.0,3654.003343860301
5476,Andhra Pradesh,KURNOOL,824.4,2014,Kharif     ,Rice,91569.0,361514.0,3947.995500660704
5508,Andhra Pradesh,KURNOOL,824.4,2014,Rabi       ,Rice,23329.0,82748.0,3547.00158600883
5519,Andhra Pradesh,KURNOOL,824.4,2014,Whole Year ,Rice,114898.0,444262.0,3866.5773120506883
5530,Andhra Pradesh,PRAKASAM,824.4,1997,Kharif     ,Rice,62000.0,124300.0,2004.8387096774193
5544,Andhra Pradesh,PRAKASAM,824.4,1997,Rabi       ,Rice,74200.0,222100.0,2993.2614555256064
5559,Andhra Pradesh,PRAKASAM,824.4,1998,Kharif     ,Rice,72100.0,206700.0,2866.851595006935
5574,Andhra Pradesh,PRAKASAM,824.4,1998,Rabi       ,Rice,73800.0,248900.0,3372.628726287263
5591,Andhra Pradesh,PRAKASAM,824.4,1999,Kharif     ,Rice,70189.0,190583.0,2715.2830215560843
5605,Andhra Pradesh,PRAKASAM,824.4,1999,Rabi       ,Rice,54885.0,129541.0,2360.2259269381434
5628,Andhra Pradesh,PRAKASAM,824.4,2000,Kharif     ,Rice,50601.0,156559.0,3093.990237347088
5649,Andhra Pradesh,PRAKASAM,824.4,2000,Rabi       ,Rice,96893.0,316840.0,3269.99886472707
5676,Andhra Pradesh,PRAKASAM,824.4,2001,Kharif     ,Rice,40841.0,134204.0,3286.0116059841826
5695,Andhra Pradesh,PRAKASAM,824.4,2001,Rabi       ,Rice,106540.0,385888.0,3622.001126337526
5723,Andhra Pradesh,PRAKASAM,824.4,2002,Kharif     ,Rice,19256.0,46927.0,2437.0066472787703
5742,Andhra Pradesh,PRAKASAM,824.4,2002,Rabi       ,Rice,46223.0,104325.0,2256.9932717478314
5783,Andhra Pradesh,PRAKASAM,824.4,2003,Kharif     ,Rice,14621.0,41992.0,2872.033376650024
5803,Andhra Pradesh,PRAKASAM,824.4,2003,Rabi       ,Rice,31497.0,79278.0,2517.001619201829
5842,Andhra Pradesh,PRAKASAM,824.4,2004,Kharif     ,Rice,27435.0,95446.0,3478.986695826499
5860,Andhra Pradesh,PRAKASAM,824.4,2004,Rabi       ,Rice,66134.0,220491.0,3334.003689478937
5885,Andhra Pradesh,PRAKASAM,824.4,2005,Kharif     ,Rice,54390.0,144351.0,2653.9988968560397
5900,Andhra Pradesh,PRAKASAM,824.4,2005,Rabi       ,Rice,95020.0,340932.0,3588.0025257840452
5926,Andhra Pradesh,PRAKASAM,824.4,2006,Kharif     ,Rice,41191.0,124809.0,3030.0065548299385
5944,Andhra Pradesh,PRAKASAM,824.4,2006,Rabi       ,Rice,79875.0,297215.0,3721.001564945227
5967,Andhra Pradesh,PRAKASAM,824.4,2007,Kharif     ,Rice,47000.0,173000.0,3680.851063829787
5979,Andhra Pradesh,PRAKASAM,824.4,2007,Rabi       ,Rice,80000.0,287000.0,3587.5
5995,Andhra Pradesh,PRAKASAM,824.4,2008,Kharif     ,Rice,47434.0,167774.0,3536.9987772483873
6011,Andhra Pradesh,PRAKASAM,824.4,2008,Rabi       ,Rice,83957.0,314503.0,3746.000929047012
6035,Andhra Pradesh,PRAKASAM,824.4,2009,Kharif     ,Rice,32959.0,117730.0,3572.0137140083134
6051,Andhra Pradesh,PRAKASAM,824.4,2009,Rabi       ,Rice,96240.0,371390.0,3858.998337489609
6074,Andhra Pradesh,PRAKASAM,824.4,2010,Kharif     ,Rice,48878.0,143300.0,2931.7893530831866
6090,Andhra Pradesh,PRAKASAM,824.4,2010,Rabi       ,Rice,107903.0,376150.0,3486.001315996775
6114,Andhra Pradesh,PRAKASAM,824.4,2011,Kharif     ,Rice,39122.0,134932.0,3449.0056745565157
6131,Andhra Pradesh,PRAKASAM,824.4,2011,Rabi       ,Rice,79396.0,292098.0,3679.0014610307826
6163,Andhra Pradesh,PRAKASAM,824.4,2012,Kharif     ,Rice,17820.0,64027.0,3592.985409652076
6191,Andhra Pradesh,PRAKASAM,824.4,2012,Rabi       ,Rice,33942.0,125959.0,3711.0070119615816
6222,Andhra Pradesh,PRAKASAM,824.4,2013,Kharif     ,Rice,58034.0,213391.0,3676.9996898369923
6250,Andhra Pradesh,PRAKASAM,824.4,2013,Rabi       ,Rice,80544.0,318874.0,3959.003774334525
6286,Andhra Pradesh,PRAKASAM,824.4,2014,Kharif     ,Rice,31764.0,121783.0,3833.994459136129
6315,Andhra Pradesh,PRAKASAM,824.4,2014,Rabi       ,Rice,73533.0,284132.0,3864.00663647614
6327,Andhra Pradesh,PRAKASAM,824.4,2014,Whole Year ,Rice,105297.0,405915.0,3854.9531325678795
6336,Andhra Pradesh,SPSR NELLORE,824.4,1997,Kharif     ,Rice,48700.0,127600.0,2620.123203285421
6348,Andhra Pradesh,SPSR NELLORE,824.4,1997,Rabi       ,Rice,182100.0,544600.0,2990.664470071389
6361,Andhra Pradesh,SPSR NELLORE,824.4,1998,Kharif     ,Rice,44700.0,133400.0,2984.3400447427293
6373,Andhra Pradesh,SPSR NELLORE,824.4,1998,Rabi       ,Rice,183300.0,542300.0,2958.5379159847243
6388,Andhra Pradesh,SPSR NELLORE,824.4,1999,Kharif     ,Rice,45768.0,136695.0,2986.693759832197
6400,Andhra Pradesh,SPSR NELLORE,824.4,1999,Rabi       ,Rice,152441.0,407231.0,2671.4007386464273
6421,Andhra Pradesh,SPSR NELLORE,824.4,2000,Kharif     ,Rice,55041.0,171563.0,3117.0036881597352
6436,Andhra Pradesh,SPSR NELLORE,824.4,2000,Rabi       ,Rice,132867.0,367510.0,2765.9990817885555
6459,Andhra Pradesh,SPSR NELLORE,824.4,2001,Kharif     ,Rice,34297.0,108413.0,3161.005335743651
6474,Andhra Pradesh,SPSR NELLORE,824.4,2001,Rabi       ,Rice,176106.0,597352.0,3392.0025439224105
6499,Andhra Pradesh,SPSR NELLORE,824.4,2002,Kharif     ,Rice,45511.0,149276.0,3279.9982421832083
6515,Andhra Pradesh,SPSR NELLORE,824.4,2002,Rabi       ,Rice,173384.0,522579.0,3013.997831403128
6552,Andhra Pradesh,SPSR NELLORE,824.4,2003,Kharif     ,Rice,17885.0,49756.0,2781.996086105675
6568,Andhra Pradesh,SPSR NELLORE,824.4,2003,Rabi       ,Rice,137031.0,364368.0,2659.0187621779014
6604,Andhra Pradesh,SPSR NELLORE,824.4,2004,Kharif     ,Rice,19326.0,56432.0,2920.00413950119
6619,Andhra Pradesh,SPSR NELLORE,824.4,2004,Rabi       ,Rice,167421.0,576933.0,3446.001397674127
6642,Andhra Pradesh,SPSR NELLORE,824.4,2005,Kharif     ,Rice,18036.0,55190.0,3059.9911288534045
6655,Andhra Pradesh,SPSR NELLORE,824.4,2005,Rabi       ,Rice,189671.0,713732.0,3763.0001423517565
6677,Andhra Pradesh,SPSR NELLORE,824.4,2006,Kharif     ,Rice,60057.0,197167.0,3282.9978187388647
6691,Andhra Pradesh,SPSR NELLORE,824.4,2006,Rabi       ,Rice,181863.0,659617.0,3626.999444636897
6708,Andhra Pradesh,SPSR NELLORE,824.4,2007,Kharif     ,Rice,46000.0,162000.0,3521.7391304347825
6716,Andhra Pradesh,SPSR NELLORE,824.4,2007,Rabi       ,Rice,188000.0,695000.0,3696.808510638298
6733,Andhra Pradesh,SPSR NELLORE,824.4,2008,Kharif     ,Rice,65233.0,233795.0,3583.998896264161
6746,Andhra Pradesh,SPSR NELLORE,824.4,2008,Rabi       ,Rice,191854.0,763003.0,3976.9981339977276
6767,Andhra Pradesh,SPSR NELLORE,824.4,2009,Kharif     ,Rice,67894.0,220248.0,3243.9979968774855
6780,Andhra Pradesh,SPSR NELLORE,824.4,2009,Rabi       ,Rice,198993.0,783833.0,3938.9978541958762
6800,Andhra Pradesh,SPSR NELLORE,824.4,2010,Kharif     ,Rice,69873.0,228485.0,3270.0041503871307
6813,Andhra Pradesh,SPSR NELLORE,824.4,2010,Rabi       ,Rice,200990.0,777027.0,3865.998308373551
6836,Andhra Pradesh,SPSR NELLORE,824.4,2011,Kharif     ,Rice,53137.0,195269.0,3674.8216873365077
6851,Andhra Pradesh,SPSR NELLORE,824.4,2011,Rabi       ,Rice,201435.0,836157.0,4151.00156377988
6877,Andhra Pradesh,SPSR NELLORE,824.4,2012,Kharif     ,Rice,53866.0,214710.0,3986.0023020086883
6898,Andhra Pradesh,SPSR NELLORE,824.4,2012,Rabi       ,Rice,197403.0,811721.0,4111.999311054036
6925,Andhra Pradesh,SPSR NELLORE,824.4,2013,Kharif     ,Rice,32241.0,115455.0,3580.9993486554386
6948,Andhra Pradesh,SPSR NELLORE,824.4,2013,Rabi       ,Rice,192652.0,795653.0,4130.001245769574
6979,Andhra Pradesh,SPSR NELLORE,824.4,2014,Kharif     ,Rice,62232.0,232561.0,3737.000257102455
7001,Andhra Pradesh,SPSR NELLORE,824.4,2014,Rabi       ,Rice,178491.0,736454.0,4126.000750738132
7009,Andhra Pradesh,SPSR NELLORE,824.4,2014,Whole Year ,Rice,240723.0,969015.0,4025.435874428285
7020,Andhra Pradesh,SRIKAKULAM,824.4,1997,Kharif     ,Rice,185700.0,278500.0,1499.7307485191168
7032,Andhra Pradesh,SRIKAKULAM,824.4,1997,Rabi       ,Rice,600.0,2100.0,3500.0
7046,Andhra Pradesh,SRIKAKULAM,824.4,1998,Kharif     ,Rice,194400.0,370700.0,1906.8930041152264
7057,Andhra Pradesh,SRIKAKULAM,824.4,1998,Rabi       ,Rice,2000.0,7500.0,3750.0
7069,Andhra Pradesh,SRIKAKULAM,824.4,1999,Kharif     ,Rice,189027.0,323525.0,1711.5279827749475
7079,Andhra Pradesh,SRIKAKULAM,824.4,1999,Rabi       ,Rice,1703.0,5867.0,3445.0968878449794
7101,Andhra Pradesh,SRIKAKULAM,824.4,2000,Kharif     ,Rice,207461.0,399155.0,1924.0001735265905
7115,Andhra Pradesh,SRIKAKULAM,824.4,2000,Rabi       ,Rice,1100.0,2012.0,1829.090909090909
7142,Andhra Pradesh,SRIKAKULAM,824.4,2001,Kharif     ,Rice,178771.0,393654.0,2202.001443187094
7156,Andhra Pradesh,SRIKAKULAM,824.4,2001,Rabi       ,Rice,1584.0,3594.0,2268.939393939394
7182,Andhra Pradesh,SRIKAKULAM,824.4,2002,Kharif     ,Rice,153148.0,267550.0,1747.0028991563715
7196,Andhra Pradesh,SRIKAKULAM,824.4,2002,Rabi       ,Rice,632.0,1602.0,2534.8101265822784
7232,Andhra Pradesh,SRIKAKULAM,824.4,2003,Kharif     ,Rice,188219.0,421799.0,2241.001174164139
7247,Andhra Pradesh,SRIKAKULAM,824.4,2003,Rabi       ,Rice,2204.0,4496.0,2039.9274047186932
7282,Andhra Pradesh,SRIKAKULAM,824.4,2004,Kharif     ,Rice,190795.0,448561.0,2351.010246599754
7295,Andhra Pradesh,SRIKAKULAM,824.4,2004,Rabi       ,Rice,2198.0,5743.0,2612.829845313922
7321,Andhra Pradesh,SRIKAKULAM,824.4,2005,Kharif     ,Rice,153521.0,271425.0,1767.9991662378436
7334,Andhra Pradesh,SRIKAKULAM,824.4,2005,Rabi       ,Rice,4237.0,10105.0,2384.9421760679725
7359,Andhra Pradesh,SRIKAKULAM,824.4,2006,Kharif     ,Rice,193994.0,491775.0,2535.0010825077065
7372,Andhra Pradesh,SRIKAKULAM,824.4,2006,Rabi       ,Rice,3425.0,7223.0,2108.905109489051
7393,Andhra Pradesh,SRIKAKULAM,824.4,2007,Kharif     ,Rice,201000.0,613000.0,3049.7512437810947
7403,Andhra Pradesh,SRIKAKULAM,824.4,2007,Rabi       ,Rice,2000.0,6000.0,3000.0
7419,Andhra Pradesh,SRIKAKULAM,824.4,2008,Kharif     ,Rice,203172.0,408376.0,2010.0013781426574
7431,Andhra Pradesh,SRIKAKULAM,824.4,2008,Rabi       ,Rice,2667.0,6190.0,2320.959880014998
7456,Andhra Pradesh,SRIKAKULAM,824.4,2009,Kharif     ,Rice,177058.0,371822.0,2100.0011295733602
7468,Andhra Pradesh,SRIKAKULAM,824.4,2009,Rabi       ,Rice,2708.0,6407.0,2365.952732644018
7492,Andhra Pradesh,SRIKAKULAM,824.4,2010,Kharif     ,Rice,205853.0,167482.0,813.5999961137317
7505,Andhra Pradesh,SRIKAKULAM,824.4,2010,Rabi       ,Rice,7098.0,16822.0,2369.96336996337
7530,Andhra Pradesh,SRIKAKULAM,824.4,2011,Kharif     ,Rice,208239.0,399240.0,1917.2201172690995
7543,Andhra Pradesh,SRIKAKULAM,824.4,2011,Rabi       ,Rice,2178.0,4593.0,2108.815426997245
7577,Andhra Pradesh,SRIKAKULAM,824.4,2012,Kharif     ,Rice,205859.0,520823.0,2529.9986884226582
7596,Andhra Pradesh,SRIKAKULAM,824.4,2012,Rabi       ,Rice,2884.0,7870.0,2728.848821081831
7623,Andhra Pradesh,SRIKAKULAM,824.4,2013,Kharif     ,Rice,199717.0,347108.0,1737.9992689655862
7644,Andhra Pradesh,SRIKAKULAM,824.4,2013,Rabi       ,Rice,3425.0,8158.0,2381.897810218978
7674,Andhra Pradesh,SRIKAKULAM,824.4,2014,Kharif     ,Rice,205485.0,434806.0,2115.9987347008296
7692,Andhra Pradesh,SRIKAKULAM,824.4,2014,Rabi       ,Rice,4730.0,12866.0,2720.0845665961947
7698,Andhra Pradesh,SRIKAKULAM,824.4,2014,Whole Year ,Rice,210215.0,447672.0,2129.591132887758
7712,Andhra Pradesh,VISAKHAPATANAM,824.4,1997,Kharif     ,Rice,95600.0,79700.0,833.6820083682009
7727,Andhra Pradesh,VISAKHAPATANAM,824.4,1997,Rabi       ,Rice,2700.0,8700.0,3222.222222222222
7743,Andhra Pradesh,VISAKHAPATANAM,824.4,1998,Kharif     ,Rice,114900.0,141300.0,1229.7650130548302
7755,Andhra Pradesh,VISAKHAPATANAM,824.4,1998,Rabi       ,Rice,3800.0,14100.0,3710.5263157894738
7771,Andhra Pradesh,VISAKHAPATANAM,824.4,1999,Kharif     ,Rice,103372.0,134010.0,1296.3858685137175
7781,Andhra Pradesh,VISAKHAPATANAM,824.4,1999,Rabi       ,Rice,3053.0,10836.0,3549.2957746478874
7806,Andhra Pradesh,VISAKHAPATANAM,824.4,2000,Kharif     ,Rice,115239.0,183345.0,1590.9978392731628
7824,Andhra Pradesh,VISAKHAPATANAM,824.4,2000,Rabi       ,Rice,2969.0,6683.0,2250.926237790502
7853,Andhra Pradesh,VISAKHAPATANAM,824.4,2001,Kharif     ,Rice,86579.0,145020.0,1675.002021275367
7869,Andhra Pradesh,VISAKHAPATANAM,824.4,2001,Rabi       ,Rice,3744.0,7589.0,2026.9764957264956
7897,Andhra Pradesh,VISAKHAPATANAM,824.4,2002,Kharif     ,Rice,61964.0,61344.0,989.9941901749403
7913,Andhra Pradesh,VISAKHAPATANAM,824.4,2002,Rabi       ,Rice,2028.0,3121.0,1538.9546351084812
7955,Andhra Pradesh,VISAKHAPATANAM,824.4,2003,Kharif     ,Rice,84676.0,136836.0,1615.9950871557467
7973,Andhra Pradesh,VISAKHAPATANAM,824.4,2003,Rabi       ,Rice,3961.0,7811.0,1971.9767735420348
8015,Andhra Pradesh,VISAKHAPATANAM,824.4,2004,Kharif     ,Rice,95187.0,160771.0,1689.001649384895
8031,Andhra Pradesh,VISAKHAPATANAM,824.4,2004,Rabi       ,Rice,2621.0,3701.0,1412.0564669973292
8060,Andhra Pradesh,VISAKHAPATANAM,824.4,2005,Kharif     ,Rice,84808.0,125007.0,1474.0000943307234
8074,Andhra Pradesh,VISAKHAPATANAM,824.4,2005,Rabi       ,Rice,3821.0,7073.0,1851.086103114368
8103,Andhra Pradesh,VISAKHAPATANAM,824.4,2006,Kharif     ,Rice,93133.0,178070.0,1911.996821749541
8117,Andhra Pradesh,VISAKHAPATANAM,824.4,2006,Rabi       ,Rice,2614.0,5301.0,2027.9265493496557
8140,Andhra Pradesh,VISAKHAPATANAM,824.4,2007,Kharif     ,Rice,96000.0,195000.0,2031.25
8151,Andhra Pradesh,VISAKHAPATANAM,824.4,2007,Rabi       ,Rice,3000.0,6000.0,2000.0
8172,Andhra Pradesh,VISAKHAPATANAM,824.4,2008,Kharif     ,Rice,99378.0,167253.0,1682.9982491094609
8186,Andhra Pradesh,VISAKHAPATANAM,824.4,2008,Rabi       ,Rice,2679.0,5090.0,1899.9626726390445
8216,Andhra Pradesh,VISAKHAPATANAM,824.4,2009,Kharif     ,Rice,65447.0,69112.0,1055.9995110547466
8231,Andhra Pradesh,VISAKHAPATANAM,824.4,2009,Rabi       ,Rice,2974.0,4509.0,1516.1398789509078
8259,Andhra Pradesh,VISAKHAPATANAM,824.4,2010,Kharif     ,Rice,110289.0,192378.0,1744.3081358975057
8274,Andhra Pradesh,VISAKHAPATANAM,824.4,2010,Rabi       ,Rice,7262.0,9383.0,1292.0683007435969
8305,Andhra Pradesh,VISAKHAPATANAM,824.4,2011,Kharif     ,Rice,109505.0,166766.0,1522.907629788594
8322,Andhra Pradesh,VISAKHAPATANAM,824.4,2011,Rabi       ,Rice,2617.0,2973.0,1136.0336262896446
8357,Andhra Pradesh,VISAKHAPATANAM,824.4,2012,Kharif     ,Rice,98718.0,141562.0,1434.0039303875685
8383,Andhra Pradesh,VISAKHAPATANAM,824.4,2012,Rabi       ,Rice,5046.0,10274.0,2036.0681728101467
8413,Andhra Pradesh,VISAKHAPATANAM,824.4,2013,Kharif     ,Rice,98637.0,171530.0,1739.002605513144
8440,Andhra Pradesh,VISAKHAPATANAM,824.4,2013,Rabi       ,Rice,6759.0,13126.0,1942.0032549193668
8475,Andhra Pradesh,VISAKHAPATANAM,824.4,2014,Kharif     ,Rice,98190.0,159755.0,1626.9986760362563
8501,Andhra Pradesh,VISAKHAPATANAM,824.4,2014,Rabi       ,Rice,7238.0,18052.0,2494.0591323570047
8510,Andhra Pradesh,VISAKHAPATANAM,824.4,2014,Whole Year ,Rice,105428.0,177807.0,1686.525401221687
8522,Andhra Pradesh,VIZIANAGARAM,824.4,1997,Kharif     ,Rice,130500.0,185600.0,1422.2222222222222
8537,Andhra Pradesh,VIZIANAGARAM,824.4,1997,Rabi       ,Rice,1000.0,3200.0,3200.0
8551,Andhra Pradesh,VIZIANAGARAM,824.4,1998,Kharif     ,Rice,133000.0,295600.0,2222.5563909774437
8563,Andhra Pradesh,VIZIANAGARAM,824.4,1998,Rabi       ,Rice,3600.0,13300.0,3694.4444444444443
8578,Andhra Pradesh,VIZIANAGARAM,824.4,1999,Kharif     ,Rice,132185.0,250846.0,1897.688845179105
8589,Andhra Pradesh,VIZIANAGARAM,824.4,1999,Rabi       ,Rice,1985.0,6943.0,3497.732997481108
8610,Andhra Pradesh,VIZIANAGARAM,824.4,2000,Kharif     ,Rice,129907.0,214347.0,1650.0034640165657
8626,Andhra Pradesh,VIZIANAGARAM,824.4,2000,Rabi       ,Rice,2163.0,5996.0,2772.07582061951
8650,Andhra Pradesh,VIZIANAGARAM,824.4,2001,Kharif     ,Rice,106296.0,199624.0,1878.0010536614736
8664,Andhra Pradesh,VIZIANAGARAM,824.4,2001,Rabi       ,Rice,3864.0,10085.0,2609.9896480331263
8688,Andhra Pradesh,VIZIANAGARAM,824.4,2002,Kharif     ,Rice,93995.0,115426.0,1228.0014894409278
8702,Andhra Pradesh,VIZIANAGARAM,824.4,2002,Rabi       ,Rice,594.0,1558.0,2622.895622895623
8743,Andhra Pradesh,VIZIANAGARAM,824.4,2003,Kharif     ,Rice,108694.0,228366.0,2100.999135186855
8758,Andhra Pradesh,VIZIANAGARAM,824.4,2003,Rabi       ,Rice,4382.0,10679.0,2437.0150616157007
8798,Andhra Pradesh,VIZIANAGARAM,824.4,2004,Kharif     ,Rice,125205.0,291352.0,2326.9997204584483
8812,Andhra Pradesh,VIZIANAGARAM,824.4,2004,Rabi       ,Rice,2370.0,3979.0,1678.902953586498
8838,Andhra Pradesh,VIZIANAGARAM,824.4,2005,Kharif     ,Rice,94336.0,131127.0,1389.9995759837177
8851,Andhra Pradesh,VIZIANAGARAM,824.4,2005,Rabi       ,Rice,3750.0,9529.0,2541.0666666666666
8878,Andhra Pradesh,VIZIANAGARAM,824.4,2006,Kharif     ,Rice,117452.0,281532.0,2396.996219732316
8891,Andhra Pradesh,VIZIANAGARAM,824.4,2006,Rabi       ,Rice,1000.0,1803.0,1803.0
8914,Andhra Pradesh,VIZIANAGARAM,824.4,2007,Kharif     ,Rice,124000.0,362000.0,2919.3548387096776
8924,Andhra Pradesh,VIZIANAGARAM,824.4,2007,Rabi       ,Rice,3000.0,7000.0,2333.3333333333335
8942,Andhra Pradesh,VIZIANAGARAM,824.4,2008,Kharif     ,Rice,128964.0,307966.0,2387.9997518687387
8955,Andhra Pradesh,VIZIANAGARAM,824.4,2008,Rabi       ,Rice,1695.0,4043.0,2385.250737463127
8982,Andhra Pradesh,VIZIANAGARAM,824.4,2009,Kharif     ,Rice,104550.0,229801.0,2198.000956480153
8998,Andhra Pradesh,VIZIANAGARAM,824.4,2009,Rabi       ,Rice,3683.0,9285.0,2521.042628292153
9025,Andhra Pradesh,VIZIANAGARAM,824.4,2010,Kharif     ,Rice,126290.0,325213.0,2575.1286721038878
9038,Andhra Pradesh,VIZIANAGARAM,824.4,2010,Rabi       ,Rice,7254.0,23452.0,3232.9749103942654
9066,Andhra Pradesh,VIZIANAGARAM,824.4,2011,Kharif     ,Rice,123491.0,265106.0,2146.7637317699264
9080,Andhra Pradesh,VIZIANAGARAM,824.4,2011,Rabi       ,Rice,1078.0,2639.0,2448.051948051948
9114,Andhra Pradesh,VIZIANAGARAM,824.4,2012,Kharif     ,Rice,119079.0,306509.0,2573.997094365925
9136,Andhra Pradesh,VIZIANAGARAM,824.4,2012,Rabi       ,Rice,6690.0,14310.0,2139.013452914798
9164,Andhra Pradesh,VIZIANAGARAM,824.4,2013,Kharif     ,Rice,109271.0,270446.0,2475.0025166787163
9185,Andhra Pradesh,VIZIANAGARAM,824.4,2013,Rabi       ,Rice,7507.0,20479.0,2727.987211935527
9220,Andhra Pradesh,VIZIANAGARAM,824.4,2014,Kharif     ,Rice,119229.0,314526.0,2637.9991445034348
9243,Andhra Pradesh,VIZIANAGARAM,824.4,2014,Rabi       ,Rice,5357.0,17314.0,3232.0328542094458
9251,Andhra Pradesh,VIZIANAGARAM,824.4,2014,Whole Year ,Rice,124586.0,331840.0,2663.5416499446164
9257,Andhra Pradesh,WEST GODAVARI,824.4,1997,Kharif     ,Rice,247200.0,630400.0,2550.1618122977347
9268,Andhra Pradesh,WEST GODAVARI,824.4,1997,Rabi       ,Rice,193600.0,678100.0,3502.5826446280994
9276,Andhra Pradesh,WEST GODAVARI,824.4,1998,Kharif     ,Rice,262000.0,646400.0,2467.1755725190837
9286,Andhra Pradesh,WEST GODAVARI,824.4,1998,Rabi       ,Rice,194300.0,849100.0,4370.046320123521
9297,Andhra Pradesh,WEST GODAVARI,824.4,1999,Kharif     ,Rice,267083.0,685440.0,2566.39321858748
9307,Andhra Pradesh,WEST GODAVARI,824.4,1999,Rabi       ,Rice,193377.0,780930.0,4038.3809863634247
9324,Andhra Pradesh,WEST GODAVARI,824.4,2000,Kharif     ,Rice,272901.0,794415.0,2911.00069255884
9340,Andhra Pradesh,WEST GODAVARI,824.4,2000,Rabi       ,Rice,198764.0,858462.0,4319.001428830171
9360,Andhra Pradesh,WEST GODAVARI,824.4,2001,Kharif     ,Rice,222720.0,576622.0,2588.9996408045977
9376,Andhra Pradesh,WEST GODAVARI,824.4,2001,Rabi       ,Rice,191480.0,896509.0,4681.998119908085
9393,Andhra Pradesh,WEST GODAVARI,824.4,2002,Kharif     ,Rice,214554.0,659110.0,3072.000522013106
9406,Andhra Pradesh,WEST GODAVARI,824.4,2002,Rabi       ,Rice,117074.0,506579.0,4326.998308761979
9440,Andhra Pradesh,WEST GODAVARI,824.4,2003,Kharif     ,Rice,232235.0,812590.0,3498.998858914462
