Area,Production,UREA,DAP,MAP,MOP,NPK,TSP,Labour_hours,Rainfall,Yield
10726,51174,1,0.6,1,1,1,1,1004.2,1094,4771.023681
4750,43306,1,0.6,1,1,1,1,1004.2,1094,9117.052632
25447,63465,1,0.6,1,1,1,1,1004.2,1094,2494.007152
6208,48168,1,0.6,1,1,1,1,1004.2,1094,7759.020619
22039,63516,1,0.6,1,1,1,1,1004.2,1094,2881.981941
7070,50098,1,0.6,1,1,1,1,1004.2,1094,7085.997171
27087,53226,1,0.6,1,1,1,1,1004.2,1094,1965.001661
7777,57970,1,0.6,1,1,1,1,1004.2,1094,7454.031117
16839,42687,1,0.6,1,1,1,1,1004.2,1094,2535.008017
4474,31618,1,0.6,1,1,1,1,1004.2,1094,7067.05409
100,300,1,0.6,1,1,1,1,1004.2,1094,3000
100,300,1,0.6,1,1,1,1,1004.2,1094,3000
100,300,1,0.6,1,1,1,1,1004.2,1094,3000
181,514,1,0.6,1,1,1,1,1004.2,1094,2839.779006
67,324,1,0.6,1,1,1,1,1004.2,1094,4835.820896
357,930,1,0.6,1,1,1,1,1004.2,1094,2605.042017
56,302,1,0.6,1,1,1,1,1004.2,1094,5392.857143
294,786,1,0.6,1,1,1,1,1004.2,1094,2673.469388
81,524,1,0.6,1,1,1,1,1004.2,1094,6469.135802
261,253,1,0.6,1,1,1,1,1004.2,1094,969.348659
284,1968,1,0.6,1,1,1,1,1004.2,1094,6929.577465
742,1273,1,0.6,1,1,1,1,1004.2,1094,1715.633423
392,2195,1,0.6,1,1,1,1,1004.2,1094,5599.489796
509,1461,1,0.6,1,1,1,1,1004.2,1094,2870.333988
354,2559,1,0.6,1,1,1,1,1004.2,1094,7228.813559
417,2150,1,0.6,1,1,1,1,1004.2,1094,5155.8753
356,2660,1,0.6,1,1,1,1,1004.2,1094,7471.910112
386,1378,1,0.6,1,1,1,1,1004.2,1094,3569.948187
788,5971,1,0.6,1,1,1,1,1004.2,1094,7577.411168
1000,3000,1,0.6,1,1,1,1,1004.2,1094,3000
1000,4000,1,0.6,1,1,1,1,1004.2,1094,4000
843,3937,1,0.6,1,1,1,1,1004.2,1094,4670.225386
957,8450,1,0.6,1,1,1,1,1004.2,1094,8829.676071
1326,4915,1,0.6,1,1,1,1,1004.2,1094,3706.636501
611,4466,1,0.6,1,1,1,1,1004.2,1094,7309.328969
970,4969,1,0.6,1,1,1,1,1004.2,1094,5122.680412
539,4914,1,0.6,1,1,1,1,1004.2,1094,9116.883117
930,3084,1,0.6,1,1,1,1,1004.2,1094,3316.129032
877,6805,1,0.6,1,1,1,1,1004.2,1094,7759.40707
1078,4375,1,0.6,1,1,1,1,1004.2,1094,4058.441558
547,3876,1,0.6,1,1,1,1,1004.2,1094,7085.923218
1905,7683,1,0.6,1,1,1,1,1004.2,1094,4033.070866
1303,9713,1,0.6,1,1,1,1,1004.2,1094,7454.336147
2693,8820,1,0.6,1,1,1,1,1004.2,1094,3275.157817
984,6429,1,0.6,1,1,1,1,1004.2,1094,6533.536585
1600,2900,1,0.6,1,1,1,1,1004.2,1094,1812.5
3600,13700,1,0.6,1,1,1,1,1004.2,1094,3805.555556
1700,3600,1,0.6,1,1,1,1,1004.2,1094,2117.647059
3800,18700,1,0.6,1,1,1,1,1004.2,1094,4921.052632
1522,4324,1,0.6,1,1,1,1,1004.2,1094,2840.998686
4266,20652,1,0.6,1,1,1,1,1004.2,1094,4841.068917
1406,3661,1,0.6,1,1,1,1,1004.2,1094,2603.840683
4108,22117,1,0.6,1,1,1,1,1004.2,1094,5383.885102
1204,3218,1,0.6,1,1,1,1,1004.2,1094,2672.757475
2597,16810,1,0.6,1,1,1,1,1004.2,1094,6472.853292
1423,1379,1,0.6,1,1,1,1,1004.2,1094,969.0794097
5975,41407,1,0.6,1,1,1,1,1004.2,1094,6930.041841
2116,3631,1,0.6,1,1,1,1,1004.2,1094,1715.973535
6392,35795,1,0.6,1,1,1,1,1004.2,1094,5599.968711
1881,5556,1,0.6,1,1,1,1,1004.2,1094,2953.748006
6094,41080,1,0.6,1,1,1,1,1004.2,1094,6741.056777
1763,6308,1,0.6,1,1,1,1,1004.2,1094,3577.992059
7838,59349,1,0.6,1,1,1,1,1004.2,1094,7571.957132
1735,4757,1,0.6,1,1,1,1,1004.2,1094,2741.786744
6191,61867,1,0.6,1,1,1,1,1004.2,1094,9993.054434
2000,6000,1,0.6,1,1,1,1,1004.2,1094,3000
6000,49000,1,0.6,1,1,1,1,1004.2,1094,8166.666667
1602,5154,1,0.6,1,1,1,1,1004.2,1094,3217.228464
6581,49107,1,0.6,1,1,1,1,1004.2,1094,7461.935876
983,3547,1,0.6,1,1,1,1,1004.2,1094,3608.341811
8005,59821,1,0.6,1,1,1,1,1004.2,1094,7472.954403
469,1399,1,0.6,1,1,1,1,1004.2,1094,2982.942431
7463,54704,1,0.6,1,1,1,1,1004.2,1094,7330.028139
