,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
163,"frozenset({'(30000, 2250000]_y', '(500, 800]_r', '(0.6, 0.8]_fert'})","frozenset({'(-1, 100]_a', '(300, 500]_l'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
164,"frozenset({'(30000, 2250000]_y', '(300, 500]_l', '(0.6, 0.8]_fert'})","frozenset({'(-1, 100]_a', '(500, 800]_r'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
165,"frozenset({'(-1, 100]_a', '(500, 800]_r'})","frozenset({'(30000, 2250000]_y', '(300, 500]_l', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
166,"frozenset({'(-1, 100]_a', '(300, 500]_l'})","frozenset({'(30000, 2250000]_y', '(500, 800]_r', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
167,"frozenset({'(30000, 2250000]_y', '(-1, 100]_a'})","frozenset({'(500, 800]_r', '(300, 500]_l', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
168,"frozenset({'(-1, 100]_a', '(0.6, 0.8]_fert'})","frozenset({'(30000, 2250000]_y', '(500, 800]_r', '(300, 500]_l'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
169,"frozenset({'(500, 800]_r', '(300, 500]_l'})","frozenset({'(30000, 2250000]_y', '(-1, 100]_a', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
170,"frozenset({'(30000, 2250000]_y', '(500, 800]_r'})","frozenset({'(-1, 100]_a', '(300, 500]_l', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
171,"frozenset({'(500, 800]_r', '(0.6, 0.8]_fert'})","frozenset({'(30000, 2250000]_y', '(-1, 100]_a', '(300, 500]_l'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
172,"frozenset({'(30000, 2250000]_y', '(300, 500]_l'})","frozenset({'(-1, 100]_a', '(500, 800]_r', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
173,"frozenset({'(300, 500]_l', '(0.6, 0.8]_fert'})","frozenset({'(30000, 2250000]_y', '(-1, 100]_a', '(500, 800]_r'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
174,"frozenset({'(30000, 2250000]_y', '(0.6, 0.8]_fert'})","frozenset({'(-1, 100]_a', '(500, 800]_r', '(300, 500]_l'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
175,"frozenset({'(-1, 100]_a'})","frozenset({'(30000, 2250000]_y', '(500, 800]_r', '(300, 500]_l', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
176,"frozenset({'(500, 800]_r'})","frozenset({'(30000, 2250000]_y', '(-1, 100]_a', '(300, 500]_l', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
177,"frozenset({'(300, 500]_l'})","frozenset({'(30000, 2250000]_y', '(-1, 100]_a', '(500, 800]_r', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
178,"frozenset({'(30000, 2250000]_y'})","frozenset({'(-1, 100]_a', '(500, 800]_r', '(300, 500]_l', '(0.6, 0.8]_fert'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
179,"frozenset({'(0.6, 0.8]_fert'})","frozenset({'(30000, 2250000]_y', '(-1, 100]_a', '(500, 800]_r', '(300, 500]_l'})",1.0,1.0,1.0,1.0,1.0,0.0,inf
